date,num_logs,num_anomalies
2005-12-24-04,19294,1800
2005-12-24-05,18428,1799
2005-12-24-06,18815,1824
2005-12-24-07,18829,1831
2005-12-24-08,15944,1801
2005-12-24-09,14459,1799
2005-12-24-10,14672,1800
2005-12-24-11,18504,1799
2005-12-24-12,21317,1779
2005-12-24-13,15486,1799
2005-12-24-14,15603,1799
2005-12-24-15,15604,1799
2005-12-24-16,15819,1800
2005-12-24-17,15236,1798
2005-12-24-18,15361,1798
2005-12-24-19,15011,1799
2005-12-24-20,15235,1800
2005-12-24-21,15103,1801
2005-12-24-22,15444,1798
2005-12-24-23,15832,1798
2005-12-25-00,16132,1799
2005-12-25-01,17312,1798
2005-12-25-02,16562,1799
2005-12-25-03,17962,1807
2005-12-25-04,18248,1799
2005-12-25-05,18264,1798
2005-12-25-06,18288,1799
2005-12-25-07,17770,1798
2005-12-25-08,17896,1799
2005-12-25-09,26232,3250
2005-12-25-10,23747,3263
2005-12-25-11,27473,3261
2005-12-25-12,39927,3248
2005-12-25-13,24627,3274
2005-12-25-14,24593,3285
2005-12-25-15,24359,3286
2005-12-25-16,24557,3276
2005-12-25-17,24376,3282
2005-12-25-18,24351,3293
2005-12-25-19,23716,3274
2005-12-25-20,23613,3292
2005-12-25-21,23598,3266
2005-12-25-22,110628,3234
2005-12-25-23,114418,3251
2005-12-26-00,30229,3264
2005-12-26-01,24045,3273
2005-12-26-02,24340,3281
2005-12-26-03,24583,3280
2005-12-26-04,24018,3280
2005-12-26-05,25419,3250
2005-12-26-06,25552,3246
2005-12-26-07,25168,3148
2005-12-26-08,25540,3240
2005-12-26-09,26700,3632
2005-12-26-10,30356,4671
2005-12-26-11,33641,4660
2005-12-26-12,35226,4650
2005-12-26-13,30747,4676
2005-12-26-14,30857,4669
2005-12-26-15,117082,4665
2005-12-26-16,121058,4654
2005-12-26-17,121103,4657
2005-12-26-18,124210,4653
2005-12-26-19,130783,4650
2005-12-26-20,163510,4650
2005-12-26-21,164968,4625
2005-12-26-22,181357,4646
2005-12-26-23,203365,4617
2005-12-27-00,205029,4557
2005-12-27-01,205684,4623
2005-12-27-02,205549,4580
2005-12-27-03,204590,4589
2005-12-27-04,204065,4594
2005-12-27-05,235360,4581
2005-12-27-06,263026,4551
2005-12-27-07,144611,4595
2005-12-27-08,31283,4607
2005-12-27-09,32118,4624
2005-12-27-10,32956,4652
2005-12-27-11,37014,4606
2005-12-27-12,38796,4611
2005-12-27-13,32731,4573
2005-12-27-14,32900,4574
2005-12-27-15,33127,4599
2005-12-27-16,34665,4589
2005-12-27-17,33416,4597
2005-12-27-18,33790,4594
2005-12-27-19,45435,4630
2005-12-27-20,55767,4630
2005-12-27-21,35079,4630
2005-12-27-22,33603,4625
2005-12-27-23,33390,4632
2005-12-28-00,33713,4630
2005-12-28-01,33529,4646
2005-12-28-02,33138,4578
2005-12-28-03,32775,4577
2005-12-28-04,33152,4610
2005-12-28-05,76993,4553
2005-12-28-06,70878,4511
2005-12-28-07,310405,4366
2005-12-28-08,32863,4470
2005-12-28-09,276821,4392
2005-12-28-10,71650,4419
2005-12-28-11,37603,4458
2005-12-28-12,39441,4443
2005-12-28-13,34485,4469
2005-12-28-14,34495,4450
2005-12-28-15,39211,4444
2005-12-28-16,34912,4481
2005-12-28-17,35626,4508
2005-12-28-18,36432,4497
2005-12-28-19,36756,4406
2005-12-28-20,34611,4426
2005-12-28-21,34869,4438
2005-12-28-22,35780,4438
2005-12-28-23,35761,4430
2005-12-29-00,35404,4418
2005-12-29-01,35585,4378
2005-12-29-02,35881,4380
2005-12-29-03,35650,4350
2005-12-29-04,322504,4275
2005-12-29-05,35890,4379
2005-12-29-06,35718,4362
2005-12-29-07,36411,4376
2005-12-29-08,36363,4391
2005-12-29-09,36342,4403
2005-12-29-10,36562,4400
2005-12-29-11,40559,4399
2005-12-29-12,42415,4359
2005-12-29-13,36890,4391
2005-12-29-14,37215,4385
2005-12-29-15,37100,4334
2005-12-29-16,39186,4344
2005-12-29-17,39316,4335
2005-12-29-18,37647,4332
2005-12-29-19,37337,4277
2005-12-29-20,36685,4174
2005-12-29-21,36841,4184
2005-12-29-22,36952,4171
2005-12-29-23,36896,4187
2005-12-30-00,36032,4188
2005-12-30-01,36926,4174
2005-12-30-02,36532,4171
2005-12-30-03,36837,4173
2005-12-30-04,37407,4136
2005-12-30-05,42546,4124
2005-12-30-06,37741,4150
2005-12-30-07,38965,4117
2005-12-30-08,37910,4129
2005-12-30-09,38484,4150
2005-12-30-10,38185,4134
2005-12-30-11,42494,4120
2005-12-30-12,44830,4112
2005-12-30-13,38442,4140
2005-12-30-14,38559,4127
2005-12-30-15,38166,4140
2005-12-30-16,38062,4081
2005-12-30-17,40649,4084
2005-12-30-18,38110,4074
2005-12-30-19,49086,4367
2005-12-30-20,30443,4685
2005-12-30-21,29131,4689
2005-12-30-22,30507,4678
2005-12-30-23,30611,4693
2005-12-31-00,30771,4880
2005-12-31-01,28987,4856
2005-12-31-02,26553,4884
2005-12-31-03,26413,4888
2005-12-31-04,28129,4902
2005-12-31-05,28198,4888
2005-12-31-06,28755,4883
2005-12-31-07,28511,4848
2005-12-31-08,28454,4752
2005-12-31-09,28750,4744
2005-12-31-10,28671,4749
2005-12-31-11,33080,4723
2005-12-31-12,34234,4708
2005-12-31-13,28740,4749
2005-12-31-14,29088,4752
2005-12-31-15,28954,4685
2005-12-31-16,29404,4691
2005-12-31-17,29107,4708
2005-12-31-18,29342,4698
2005-12-31-19,29653,4690
2005-12-31-20,30908,4678
2005-12-31-21,31149,4666
2005-12-31-22,31357,4662
2005-12-31-23,31883,4674
2006-01-01-00,32912,4668
2006-01-01-01,34624,4673
2006-01-01-02,31875,4674
2006-01-01-03,31784,4649
2006-01-01-04,31684,4446
2006-01-01-05,31582,4380
2006-01-01-06,32092,4416
2006-01-01-07,31383,4410
2006-01-01-08,32149,4378
2006-01-01-09,32380,4374
2006-01-01-10,32565,4398
2006-01-01-11,36345,4393
2006-01-01-12,55117,4349
2006-01-01-13,32549,4399
2006-01-01-14,32752,4422
2006-01-01-15,32817,4407
2006-01-01-16,32508,4379
2006-01-01-17,34425,4951
2006-01-01-18,42359,5687
2006-01-01-19,36944,5706
2006-01-01-20,35940,5750
2006-01-01-21,35900,5759
2006-01-01-22,39433,6763
2006-01-01-23,40854,7080
2006-01-02-00,41050,7024
2006-01-02-01,41660,6992
2006-01-02-02,41908,7054
2006-01-02-03,41975,6900
2006-01-02-04,15020,1800
2006-01-02-05,14148,1800
2006-01-02-06,14029,1800
2006-01-02-07,12835,1906
2006-01-02-08,12469,1800
2006-01-02-09,14423,1800
2006-01-02-10,15228,1800
2006-01-02-11,19751,1800
2006-01-02-12,21922,1792
2006-01-02-13,16363,1800
2006-01-02-14,16305,1800
2006-01-02-15,16331,1800
2006-01-02-16,16637,1800
2006-01-02-17,15983,1800
2006-01-02-18,17882,1800
2006-01-02-19,14210,1800
2006-01-02-20,22442,1800
2006-01-02-21,13608,1800
2006-01-02-22,12840,1800
2006-01-02-23,13118,1800
2006-01-03-00,10725,1800
2006-01-03-01,10742,1800
2006-01-03-02,12237,1800
2006-01-03-03,16217,1800
2006-01-03-04,18369,1800
2006-01-03-05,15827,1800
2006-01-03-06,17139,1800
2006-01-03-07,17973,1800
2006-01-03-08,17467,1800
2006-01-03-09,17659,1800
2006-01-03-10,18306,1800
2006-01-03-11,22257,1800
2006-01-03-12,21817,1782
2006-01-03-13,18440,1800
2006-01-03-14,61440,616
2006-01-03-15,320902,1
2006-01-03-16,119779,10
2006-01-03-17,510086,6
2006-01-03-18,57485,0
2006-01-03-19,28444,992
2006-01-03-20,44581,2923
2006-01-03-21,381802,2731
2006-01-03-22,431532,5
2006-01-03-23,19068,0
2006-01-04-00,117633,1
2006-01-04-01,9479,2
2006-01-04-02,10012,4
2006-01-04-03,10705,0
2006-01-04-04,12167,1
2006-01-04-05,10023,0
2006-01-04-06,10863,0
2006-01-04-07,11557,0
2006-01-04-08,7754,0
2006-01-04-09,7920,0
2006-01-04-10,9345,0
2006-01-04-11,10849,0
2006-01-04-12,20267,134
2006-01-04-13,9407,0
2006-01-04-14,433606,75
2006-01-04-15,44727,3
2006-01-04-16,76595,21
2006-01-04-17,229580,66
2006-01-04-18,389662,0
2006-01-04-19,92123,0
2006-01-04-20,36073,0
2006-01-04-21,49906,0
2006-01-04-22,241759,0
2006-01-04-23,610735,0
2006-01-05-00,284647,0
2006-01-05-01,31230,65
2006-01-05-02,13595,0
2006-01-05-03,27933,0
2006-01-05-04,12545,0
2006-01-05-05,33581,0
2006-01-05-06,12625,0
2006-01-05-07,12315,0
2006-01-05-08,11664,0
2006-01-05-09,11019,0
2006-01-05-10,10830,0
2006-01-05-11,10812,0
2006-01-05-12,21426,66
2006-01-05-13,9168,0
2006-01-05-14,9812,0
2006-01-05-15,41196,1
2006-01-05-16,463631,188
2006-01-05-17,99911,0
2006-01-05-18,241767,0
2006-01-05-19,39428,2
2006-01-05-20,19097,162
2006-01-05-21,20594,6
2006-01-05-22,23003,1
2006-01-05-23,73736,0
2006-01-06-00,26104,0
2006-01-06-01,13598,0
2006-01-06-02,10434,0
2006-01-06-03,10718,0
2006-01-06-04,61083,0
2006-01-06-05,16465,0
2006-01-06-06,12780,0
2006-01-06-07,13210,0
2006-01-06-08,12969,0
2006-01-06-09,13970,0
2006-01-06-10,14410,18
2006-01-06-11,13172,3
2006-01-06-12,22557,0
2006-01-06-13,12465,0
2006-01-06-14,12041,0
2006-01-06-15,11867,0
2006-01-06-16,18475,0
2006-01-06-17,15545,0
2006-01-06-18,13913,0
2006-01-06-19,55831,0
2006-01-06-20,24075,5
2006-01-06-21,17106,0
2006-01-06-22,17363,0
2006-01-06-23,17774,0
2006-01-07-00,17298,0
2006-01-07-01,18986,0
2006-01-07-02,18382,0
2006-01-07-03,19021,0
2006-01-07-04,25868,0
2006-01-07-05,28317,0
2006-01-07-06,28029,0
2006-01-07-07,28564,0
2006-01-07-08,27279,0
2006-01-07-09,29244,219
2006-01-07-10,28246,7
2006-01-07-11,28569,0
2006-01-07-12,35826,4
2006-01-07-13,28137,0
2006-01-07-14,27376,0
2006-01-07-15,28328,41
2006-01-07-16,32732,1
2006-01-07-17,33539,3
2006-01-07-18,28405,0
2006-01-07-19,27679,0
2006-01-07-20,27306,0
2006-01-07-21,27043,0
2006-01-07-22,28351,0
2006-01-07-23,27275,0
2006-01-08-00,27689,0
2006-01-08-01,27735,0
2006-01-08-02,28082,0
2006-01-08-03,28413,0
2006-01-08-04,28424,0
2006-01-08-05,27267,0
2006-01-08-06,28595,0
2006-01-08-07,31336,1
2006-01-08-08,29050,3
2006-01-08-09,28392,0
2006-01-08-10,29026,0
2006-01-08-11,28415,0
2006-01-08-12,49836,42
2006-01-08-13,30460,10
2006-01-08-14,31563,3
2006-01-08-15,30601,1
2006-01-08-16,29248,0
2006-01-08-17,28663,0
2006-01-08-18,28741,0
2006-01-08-19,28750,0
2006-01-08-20,28493,0
2006-01-08-21,29339,0
2006-01-08-22,29227,0
2006-01-08-23,29215,0
2006-01-09-00,29146,0
2006-01-09-01,32368,4
2006-01-09-02,31138,0
2006-01-09-03,32936,1
2006-01-09-04,32019,1
2006-01-09-05,30274,0
2006-01-09-06,31004,0
2006-01-09-07,31792,0
2006-01-09-08,32020,0
2006-01-09-09,31659,0
2006-01-09-10,33779,0
2006-01-09-11,31328,0
2006-01-09-12,39659,10
2006-01-09-13,33197,1
2006-01-09-14,32355,0
2006-01-09-15,36377,1
2006-01-09-16,34372,0
2006-01-09-17,38143,1
2006-01-09-18,122604,248
2006-01-09-19,235926,379
2006-01-09-20,31950,10
2006-01-09-21,32104,3
2006-01-09-22,31138,6
2006-01-09-23,37776,0
2006-01-10-00,27886,409
2006-01-10-01,30376,1134
2006-01-10-02,31645,1134
2006-01-10-03,30381,1134
2006-01-10-04,31115,1140
2006-01-10-05,30361,1134
2006-01-10-06,30791,1134
2006-01-10-07,30048,1138
2006-01-10-08,30452,1140
2006-01-10-09,31683,1144
2006-01-10-10,31428,1157
2006-01-10-11,31820,1147
2006-01-10-12,40942,1145
2006-01-10-13,32051,1147
2006-01-10-14,30958,1151
2006-01-10-15,31321,1144
2006-01-10-16,80964,1146
2006-01-10-17,177464,510
2006-01-10-18,26245,0
2006-01-10-19,53024,0
2006-01-10-20,25361,0
2006-01-10-21,110237,0
2006-01-10-22,805982,2
2006-01-10-23,12886,0
2006-01-11-00,5524,0
2006-01-11-01,6430,0
2006-01-11-02,7530,0
2006-01-11-03,6522,0
2006-01-11-04,6821,0
2006-01-11-05,8325,0
2006-01-11-06,6954,0
2006-01-11-07,6836,0
2006-01-11-08,6404,0
2006-01-11-09,7618,0
2006-01-11-10,6419,0
2006-01-11-11,6345,0
2006-01-11-12,17037,5
2006-01-11-13,6552,0
2006-01-11-14,6499,0
2006-01-11-15,75731,2
2006-01-11-16,650312,0
2006-01-11-17,704972,0
2006-01-11-18,952724,6
2006-01-11-19,113300,363
2006-01-11-20,8684,0
2006-01-11-21,319467,66
2006-01-11-22,851171,0
2006-01-11-23,70062,18
2006-01-12-00,31327,0
2006-01-12-01,8473,0
2006-01-12-02,5977,0
2006-01-12-03,6784,0
2006-01-12-04,7197,0
2006-01-12-05,7043,1
2006-01-12-06,7314,0
2006-01-12-07,8130,0
2006-01-12-08,7540,0
2006-01-12-09,7204,0
2006-01-12-10,7173,0
2006-01-12-11,7149,0
2006-01-12-12,20922,9
2006-01-12-13,7108,0
2006-01-12-14,28117,0
2006-01-12-15,52707,2
2006-01-12-16,543526,0
2006-01-12-17,866331,5
2006-01-12-18,1054603,6
2006-01-12-19,409127,4
2006-01-12-20,29528,2
2006-01-12-21,28519,0
2006-01-12-22,8596,0
2006-01-12-23,39042,0
2006-01-13-00,52149,3
2006-01-13-01,48139,0
2006-01-13-02,46212,0
2006-01-13-03,47049,0
2006-01-13-04,45530,0
2006-01-13-05,22891,0
2006-01-13-06,6121,1
2006-01-13-07,6252,0
2006-01-13-08,6707,0
2006-01-13-09,7173,0
2006-01-13-10,6996,0
2006-01-13-11,6924,0
2006-01-13-12,15878,4
2006-01-13-13,8031,0
2006-01-13-14,9428,0
2006-01-13-15,28281,0
2006-01-13-16,32372,0
2006-01-13-17,22119,0
2006-01-13-18,100394,0
2006-01-13-19,114389,319
2006-01-13-20,147124,470
2006-01-13-21,84683,555
2006-01-13-22,103110,468
2006-01-13-23,110848,511
2006-01-14-00,100515,468
2006-01-14-01,127890,552
2006-01-14-02,11111,1051
2006-01-14-03,11285,1075
2006-01-14-04,11220,1079
2006-01-14-05,11391,1068
2006-01-14-06,11508,1077
2006-01-14-07,12202,1074
2006-01-14-08,11312,1076
2006-01-14-09,11474,1074
2006-01-14-10,11200,1074
2006-01-14-11,11117,1063
2006-01-14-12,18959,1076
2006-01-14-13,11098,1070
2006-01-14-14,11269,1072
2006-01-14-15,12119,1062
2006-01-14-16,12644,1061
2006-01-14-17,12026,1072
2006-01-14-18,11697,1074
2006-01-14-19,11525,1080
2006-01-14-20,11237,1073
2006-01-14-21,11997,1073
2006-01-14-22,12061,1074
2006-01-14-23,11461,1076
2006-01-15-00,12200,1074
2006-01-15-01,12527,1071
2006-01-15-02,12398,1072
2006-01-15-03,11839,1073
2006-01-15-04,12250,1074
2006-01-15-05,11863,1073
2006-01-15-06,11659,1074
2006-01-15-07,10891,1072
2006-01-15-08,10553,1065
2006-01-15-09,10938,1073
2006-01-15-10,11279,1073
2006-01-15-11,11458,1073
2006-01-15-12,29887,1089
2006-01-15-13,11175,1071
2006-01-15-14,11235,1073
2006-01-15-15,11022,1074
2006-01-15-16,10908,1063
2006-01-15-17,11305,1046
2006-01-15-18,11257,1032
2006-01-15-19,11286,1024
2006-01-15-20,11174,1032
2006-01-15-21,11669,1024
2006-01-15-22,11327,1032
2006-01-15-23,11777,1032
2006-01-16-00,12091,1026
2006-01-16-01,12866,1032
2006-01-16-02,12390,1032
2006-01-16-03,12567,1023
2006-01-16-04,12154,1032
2006-01-16-05,12871,1032
2006-01-16-06,12284,1026
2006-01-16-07,13140,1032
2006-01-16-08,15579,1891
2006-01-16-09,16420,2076
2006-01-16-10,16720,2075
2006-01-16-11,16840,2062
2006-01-16-12,26022,2072
2006-01-16-13,14682,2076
2006-01-16-14,15939,2087
2006-01-16-15,17052,2040
2006-01-16-16,46983,1710
2006-01-16-17,917595,456
2006-01-16-18,99557,501
2006-01-16-19,96030,486
2006-01-16-20,91596,522
2006-01-16-21,103406,480
2006-01-16-22,52110,780
2006-01-16-23,11622,1038
2006-01-17-00,12305,1044
2006-01-17-01,11396,1050
2006-01-17-02,11480,1044
2006-01-17-03,11961,1053
2006-01-17-04,12864,1079
2006-01-17-05,12901,1050
2006-01-17-06,12031,1032
2006-01-17-07,12119,1050
2006-01-17-08,9809,1047
2006-01-17-09,9849,1033
2006-01-17-10,10659,1064
2006-01-17-11,11445,1044
2006-01-17-12,19886,1030
2006-01-17-13,16642,2344
2006-01-17-14,19967,3240
2006-01-17-15,30744,3306
2006-01-17-16,39857,2795
2006-01-17-17,166188,1791
2006-01-17-18,236926,895
2006-01-17-19,106323,0
2006-01-17-20,74575,10
2006-01-17-21,21926,12
2006-01-17-22,10712,22
2006-01-17-23,8686,4
2006-01-18-00,8275,18
2006-01-18-01,8402,26
2006-01-18-02,7875,41
2006-01-18-03,6979,39
2006-01-18-04,6727,48
2006-01-18-05,6729,35
2006-01-18-06,7309,30
2006-01-18-07,7376,28
2006-01-18-08,7674,31
2006-01-18-09,7452,27
2006-01-18-10,6844,16
2006-01-18-11,7354,20
2006-01-18-12,16397,28
2006-01-18-13,8266,24
2006-01-18-14,8863,18
2006-01-18-15,9007,14
2006-01-18-16,9092,43
2006-01-18-17,9271,91
2006-01-18-18,66178,62
2006-01-18-19,92896,55
2006-01-18-20,7842,0
2006-01-18-21,8085,0
2006-01-18-22,8700,0
2006-01-18-23,9557,0
2006-01-19-00,29482,0
2006-01-19-01,9701,0
2006-01-19-02,9859,0
2006-01-19-03,10208,0
2006-01-19-04,9795,0
2006-01-19-05,9820,0
2006-01-19-06,10111,0
2006-01-19-07,10502,0
2006-01-19-08,9991,0
2006-01-19-09,10076,0
2006-01-19-10,9840,0
2006-01-19-11,10218,0
2006-01-19-12,37902,1
2006-01-19-13,18705,0
2006-01-19-14,24546,4
2006-01-19-15,17423,0
2006-01-19-16,28987,4
2006-01-19-17,18053,0
2006-01-19-18,66104,0
2006-01-19-19,31654,0
2006-01-19-20,30018,0
2006-01-19-21,23556,0
2006-01-19-22,16334,0
2006-01-19-23,30761,0
2006-01-20-00,46502,0
2006-01-20-01,10197,0
2006-01-20-02,30030,0
2006-01-20-03,10468,0
2006-01-20-04,10374,0
2006-01-20-05,11319,0
2006-01-20-06,10902,0
2006-01-20-07,10742,0
2006-01-20-08,10161,0
2006-01-20-09,10374,0
2006-01-20-10,10194,0
2006-01-20-11,10544,0
2006-01-20-12,19680,0
2006-01-20-13,14136,0
2006-01-20-14,14772,0
2006-01-20-15,14401,0
2006-01-20-16,14749,0
2006-01-20-17,37251,0
2006-01-20-18,15569,0
2006-01-20-19,14359,0
2006-01-20-20,13094,0
2006-01-20-21,75321,0
2006-01-20-22,22470,0
2006-01-20-23,74016,0
2006-01-21-00,13272,0
2006-01-21-01,36169,33
2006-01-21-02,13303,1
2006-01-21-03,13193,0
2006-01-21-04,13827,1
2006-01-21-05,21730,0
2006-01-21-06,13580,0
2006-01-21-07,12884,0
2006-01-21-08,13233,0
2006-01-21-09,13021,0
2006-01-21-10,13248,0
2006-01-21-11,13226,0
2006-01-21-12,20287,2
2006-01-21-13,10994,0
2006-01-21-14,10919,0
2006-01-21-15,10721,0
2006-01-21-16,10609,0
2006-01-21-17,10688,0
2006-01-21-18,11656,0
2006-01-21-19,11649,0
2006-01-21-20,12063,0
2006-01-21-21,12002,0
2006-01-21-22,11848,0
2006-01-21-23,12828,0
2006-01-22-00,12235,0
2006-01-22-01,11626,0
2006-01-22-02,11486,0
2006-01-22-03,11518,0
2006-01-22-04,11869,0
2006-01-22-05,12461,0
2006-01-22-06,12357,0
2006-01-22-07,13104,2
2006-01-22-08,13856,0
2006-01-22-09,13256,0
2006-01-22-10,13751,0
2006-01-22-11,13565,0
2006-01-22-12,30905,141
2006-01-22-13,23490,2004
2006-01-22-14,23676,1976
2006-01-22-15,23125,1972
2006-01-22-16,23474,1988
2006-01-22-17,25116,1999
2006-01-22-18,24631,1968
2006-01-22-19,24721,1966
2006-01-22-20,24758,1952
2006-01-22-21,24876,1932
2006-01-22-22,24545,1956
2006-01-22-23,25227,1968
2006-01-23-00,25002,1966
2006-01-23-01,25100,1958
2006-01-23-02,25010,1956
2006-01-23-03,28255,2623
2006-01-23-04,28402,2934
2006-01-23-05,28767,2934
2006-01-23-06,29044,2916
2006-01-23-07,28841,2934
2006-01-23-08,28659,2915
2006-01-23-09,28633,2934
2006-01-23-10,29115,2916
2006-01-23-11,28734,2849
2006-01-23-12,34818,2822
2006-01-23-13,29365,2826
2006-01-23-14,29017,2826
2006-01-23-15,38107,2136
2006-01-23-16,67194,0
2006-01-23-17,15229,0
2006-01-23-18,14614,0
2006-01-23-19,13278,0
2006-01-23-20,34888,1
2006-01-23-21,14799,0
2006-01-23-22,44308,0
2006-01-23-23,18336,0
2006-01-24-00,39132,0
2006-01-24-01,12557,0
2006-01-24-02,12963,0
2006-01-24-03,21254,0
2006-01-24-04,14417,0
2006-01-24-05,13622,0
2006-01-24-06,13636,1
2006-01-24-07,13770,0
2006-01-24-08,13723,1
2006-01-24-09,14062,0
2006-01-24-10,13774,0
2006-01-24-11,13704,0
2006-01-24-12,19742,1
2006-01-24-13,14911,0
2006-01-24-14,14998,0
2006-01-24-15,17520,0
2006-01-24-16,18843,0
2006-01-24-17,86984,2
2006-01-24-18,16373,0
2006-01-24-19,73790,0
2006-01-24-20,54664,13
2006-01-24-21,45250,3
2006-01-24-22,31954,0
2006-01-24-23,33662,0
2006-01-25-00,37324,0
2006-01-25-01,23321,0
2006-01-25-02,24368,0
2006-01-25-03,23668,0
2006-01-25-04,24083,1
2006-01-25-05,17372,0
2006-01-25-06,13259,0
2006-01-25-07,13509,0
2006-01-25-08,12098,0
2006-01-25-09,12122,0
2006-01-25-10,13326,0
2006-01-25-11,14065,0
2006-01-25-12,21185,0
2006-01-25-13,14686,3
2006-01-25-14,14747,2
2006-01-25-15,15265,0
2006-01-25-16,14304,0
2006-01-25-17,17528,0
2006-01-25-18,34488,2
2006-01-25-19,12678,1
2006-01-25-20,10557,0
2006-01-25-21,21129,0
2006-01-25-22,10402,0
2006-01-25-23,33849,652
2006-01-26-00,13760,936
2006-01-26-01,13324,942
2006-01-26-02,13527,936
2006-01-26-03,12610,946
2006-01-26-04,13608,984
2006-01-26-05,13043,977
2006-01-26-06,13692,979
2006-01-26-07,13038,978
2006-01-26-08,12928,984
2006-01-26-09,12946,972
2006-01-26-10,13394,976
2006-01-26-11,13356,984
2006-01-26-12,20027,978
2006-01-26-13,14272,980
2006-01-26-14,14065,984
2006-01-26-15,15171,1002
2006-01-26-16,16577,1008
2006-01-26-17,35309,121
2006-01-26-18,12307,0
2006-01-26-19,11714,158
2006-01-26-20,9356,1
2006-01-26-21,12340,0
2006-01-26-22,11146,0
2006-01-26-23,32887,1
2006-01-27-00,10175,0
2006-01-27-01,10137,0
2006-01-27-02,9536,0
2006-01-27-03,9827,1
2006-01-27-04,11256,0
2006-01-27-05,10909,0
2006-01-27-06,12335,0
2006-01-27-07,11849,0
2006-01-27-08,10541,0
2006-01-27-09,11737,0
2006-01-27-10,11203,0
2006-01-27-11,10882,0
2006-01-27-12,18006,1
2006-01-27-13,11591,0
2006-01-27-14,12275,0
2006-01-27-15,13288,0
2006-01-27-16,14202,0
2006-01-27-17,37029,2
2006-01-27-18,35087,324
2006-01-27-19,13273,414
2006-01-27-20,10820,0
2006-01-27-21,11323,0
2006-01-27-22,10378,0
2006-01-27-23,9360,0
2006-01-28-00,9383,0
2006-01-28-01,9874,0
2006-01-28-02,10959,0
2006-01-28-03,11652,0
2006-01-28-04,11234,0
2006-01-28-05,11205,0
2006-01-28-06,11299,0
2006-01-28-07,11110,0
2006-01-28-08,10926,0
2006-01-28-09,10782,0
2006-01-28-10,10761,0
2006-01-28-11,10987,0
2006-01-28-12,16881,0
2006-01-28-13,11417,0
2006-01-28-14,11269,1
2006-01-28-15,11466,0
2006-01-28-16,11064,0
2006-01-28-17,11534,0
2006-01-28-18,12121,0
2006-01-28-19,11799,0
2006-01-28-20,11500,0
2006-01-28-21,11250,0
2006-01-28-22,11698,0
2006-01-28-23,11687,0
2006-01-29-00,12561,0
2006-01-29-01,13345,0
2006-01-29-02,12586,0
2006-01-29-03,12615,0
2006-01-29-04,11660,0
2006-01-29-05,11687,0
2006-01-29-06,11140,0
2006-01-29-07,11057,0
2006-01-29-08,11127,0
2006-01-29-09,11363,0
2006-01-29-10,11618,0
2006-01-29-11,11483,0
2006-01-29-12,29642,0
2006-01-29-13,15000,0
2006-01-29-14,14279,0
2006-01-29-15,13876,0
2006-01-29-16,14054,0
2006-01-29-17,18203,0
2006-01-29-18,14885,0
2006-01-29-19,14136,0
2006-01-29-20,14085,0
2006-01-29-21,13600,0
2006-01-29-22,13854,0
2006-01-29-23,14109,0
2006-01-30-00,13866,0
2006-01-30-01,13738,0
2006-01-30-02,13332,0
2006-01-30-03,13441,0
2006-01-30-04,13347,0
2006-01-30-05,13773,0
2006-01-30-06,13995,0
2006-01-30-07,13936,0
2006-01-30-08,13088,0
2006-01-30-09,13227,0
2006-01-30-10,13191,0
2006-01-30-11,13034,0
2006-01-30-12,18492,0
2006-01-30-13,13650,0
2006-01-30-14,13414,0
2006-01-30-15,34404,2
2006-01-30-16,8902,0
2006-01-30-17,23222,0
2006-01-30-18,45802,1
2006-01-30-19,75313,2
2006-01-30-20,63541,11
2006-01-30-21,14715,0
2006-01-30-22,14729,4
2006-01-30-23,14798,0
2006-01-31-00,14500,0
2006-01-31-01,36957,0
2006-01-31-02,11203,0
2006-01-31-03,9967,0
2006-01-31-04,11152,0
2006-01-31-05,10868,0
2006-01-31-06,11119,0
2006-01-31-07,10774,0
2006-01-31-08,10241,0
2006-01-31-09,10787,0
2006-01-31-10,9753,0
2006-01-31-11,10135,0
2006-01-31-12,14819,0
2006-01-31-13,11177,0
2006-01-31-14,12254,0
2006-01-31-15,11923,0
2006-01-31-16,15468,0
2006-01-31-17,111758,0
2006-01-31-18,17445,0
2006-01-31-19,8966,0
2006-01-31-20,8708,0
2006-01-31-21,34584,0
2006-01-31-22,54940,0
2006-01-31-23,28541,0
2006-02-01-00,97924,627
2006-02-01-01,23587,1574
2006-02-01-02,20576,2446
2006-02-01-03,22109,2968
2006-02-01-04,21254,3060
2006-02-01-05,20850,3006
2006-02-01-06,21021,3026
2006-02-01-07,21252,2999
2006-02-01-08,21290,3056
2006-02-01-09,20864,2934
2006-02-01-10,21263,2988
2006-02-01-11,21578,3042
2006-02-01-12,28827,3012
2006-02-01-13,21628,3030
2006-02-01-14,21953,2974
2006-02-01-15,21480,3043
2006-02-01-16,13810,1122
2006-02-01-17,12146,0
2006-02-01-18,11298,0
2006-02-01-19,12377,0
2006-02-01-20,14002,4
2006-02-01-21,10775,0
2006-02-01-22,20747,0
2006-02-01-23,12583,0
2006-02-02-00,59450,147
2006-02-02-01,34676,16
2006-02-02-02,28073,0
2006-02-02-03,10490,0
2006-02-02-04,9645,0
2006-02-02-05,11168,0
2006-02-02-06,13240,0
2006-02-02-07,10910,0
2006-02-02-08,10320,0
2006-02-02-09,11257,0
2006-02-02-10,11847,0
2006-02-02-11,11088,0
2006-02-02-12,16375,0
2006-02-02-13,10744,0
