Unnamed: 0,timestamp,text,label,filename,clusters,tfidf_text,p-3-0,p-7-0,p-9-0,p-9-1,p-9-2,p-10-0,p-13-0,p-13-1,p-14-0,p-14-1,p-14-2,p-14-3,p-15-0,p-15-1,p-15-2,p-15-3,p-15-4,p-15-5,p-15-6,p-15-7,p-15-8,p-15-9,p-15-10,p-15-11,p-15-12,p-15-13,p-15-14,p-15-15,p-15-16,p-15-17,p-16-0,p-16-1,p-16-2,p-16-3,p-16-4,p-16-5,p-18-0,p-18-1,p-19-0,p-19-1,p-19-2,p-19-3,p-19-4,p-19-5,p-19-6,p-19-7,p-24-0,p-28-0,p-30-0,p-32-0,p-36-0,p-36-1,p-36-2,p-36-3,p-36-4,p-37-0,cluster2
76827,1131059661006.1692,RAS KERNEL INFO iar 00106210 dear 0244c26c,False,R67-M1-N4-C:J09-U11,31,RAS KERNEL INFO iar 00106210 dear 0244c26c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
29505,1120266966706.748,RAS KERNEL INFO 1146800 double-hummer alignment exceptions,False,R27-M0-N7-C:J14-U01,11,RAS KERNEL INFO 1146800 double-hummer alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
8267,1118558215109.123,RAS KERNEL FATAL data TLB error interrupt,True,R30-M0-N9-C:J16-U01,33,RAS KERNEL FATAL data TLB error interrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
57642,1122165511794.969,RAS KERNEL INFO generating core.11542,False,R11-M1-NA-C:J07-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
93063,1133877035420.661,"RAS APP FATAL ciod: Error loading /bgl/apps/SWL/functional/linpack-128x512-rel2/xhpl.500: invalid or missing program image, Permission denied",False,R35-M0-N4-I:J18-U01,24,"RAS APP FATAL ciod: Error loading /bgl/apps/SWL/functional/linpack-128x512-rel2/xhpl.500: invalid or missing program image, Permission denied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
38938,1120957089867.815,RAS KERNEL INFO generating core.1934,False,R01-M0-N8-C:J06-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
29941,1120266979301.656,RAS KERNEL INFO 1146800 double-hummer alignment exceptions,False,R32-M1-N7-C:J15-U01,11,RAS KERNEL INFO 1146800 double-hummer alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
38197,1120957073398.043,RAS KERNEL INFO generating core.2166,False,R05-M1-N6-C:J09-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
42957,1121006832639.79,RAS KERNEL INFO generating core.5021,False,R23-M1-NE-C:J10-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
66495,1125084509136.029,RAS KERNEL INFO iar 003a929c dear 012985d8,False,R67-M0-NB-C:J08-U01,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1911,1117973876712.452,RAS KERNEL INFO generating core.504,False,R32-M0-N7-C:J15-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
47284,1121308606242.6902,RAS KERNEL INFO generating core.21,False,R30-M0-NE-C:J12-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
35717,1120923719014.955,RAS KERNEL INFO generating core.14375,False,R30-M1-NA-C:J05-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
79839,1131123633131.222,RAS KERNEL INFO iar 0010621c dear 02f668ac,False,R62-M0-NE-C:J08-U11,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
90527,1133447902600.169,"RAS KERNEL INFO 10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",False,R11-M0-N9-C:J11-U11,3,"RAS KERNEL INFO  total interrupts.  critical input interrupts.  microseconds total spent on critical input interrupts,  microseconds max time in a critical input interrupt.",10722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
34033,1120776267636.861,RAS KERNEL INFO 620381376 double-hummer alignment exceptions,False,R36-M1-N2-C:J07-U01,30,RAS KERNEL INFO  double-hummer alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620381376.0,,,,,,,,22
12563,1118770351219.388,RAS KERNEL FATAL program interrupt: imprecise exception......0,False,R26-M0-NF-C:J07-U11,6,RAS KERNEL FATAL program interrupt: imprecise exception......0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
75564,1131058393376.343,RAS KERNEL INFO iar 001061dc dear 0244c25c,False,R66-M1-N3-C:J03-U01,19,RAS KERNEL INFO iar 001061dc dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
21033,1119803240724.101,RAS KERNEL INFO program interrupt: trap instruction.........0,False,R31-M0-N8-C:J02-U11,4,RAS KERNEL INFO program interrupt: trap instruction.........0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
67178,1125084529873.3252,RAS KERNEL INFO iar 003a929c dear 01299eb8,False,R67-M1-N4-C:J05-U11,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
5886,1118539217045.2449,RAS KERNEL FATAL data TLB error interrupt,True,R30-M0-N9-C:J16-U01,33,RAS KERNEL FATAL data TLB error interrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
57561,1122165510325.3738,RAS KERNEL INFO 5 floating point alignment exceptions,False,R11-M0-NF-C:J05-U01,12,RAS KERNEL INFO 5 floating point alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
91416,1133454625678.759,RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,False,R01-M1-N4-C:J17-U01,9,RAS KERNEL INFO  microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
25035,1120148341063.281,RAS KERNEL INFO generating core.1466,False,R01-M0-N5-C:J07-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
67361,1125084532659.897,RAS KERNEL INFO iar 003a9260 dear 00f2c218,False,R60-M0-NA-C:J03-U11,7,RAS KERNEL INFO iar 003a9260 dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
77079,1131061780084.2432,RAS KERNEL INFO iar 00106568 dear 045e141c,False,R62-M0-N4-C:J15-U11,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106568.0,,,,,,,,,,,,,,,,,,7
64619,1123110646021.355,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",False,,5,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
48733,1121312173571.199,RAS KERNEL INFO generating core.6335,False,R25-M1-NA-C:J05-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
50207,1121597944710.533,RAS KERNEL INFO generating core.38680,False,R22-M1-NB-C:J14-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
86099,1131581440605.676,RAS KERNEL INFO iar 00106ba0 dear 0246de9c,False,R62-M0-N1-C:J10-U01,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
93152,1133877036430.5898,"RAS APP FATAL ciod: Error loading /bgl/apps/SWL/functional/linpack-128x512-rel2/xhpl.500: invalid or missing program image, Permission denied",False,R23-M0-NC-I:J18-U11,24,"RAS APP FATAL ciod: Error loading /bgl/apps/SWL/functional/linpack-128x512-rel2/xhpl.500: invalid or missing program image, Permission denied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
48337,1121312164741.3298,RAS KERNEL INFO generating core.15984,False,R30-M1-N1-C:J15-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
32349,1120469737183.6938,RAS KERNEL INFO generating core.25256,False,R25-M0-NF-C:J15-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
67370,1125084532758.204,RAS KERNEL INFO iar 003a9260 dear 00f2ac38,False,R60-M0-NA-C:J17-U01,7,RAS KERNEL INFO iar 003a9260 dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
44621,1121124510651.5352,"RAS KERNEL FATAL rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=10144, cpu=127, index=0, total=0",True,R22-M0-NB-C:J02-U01,15,"RAS KERNEL FATAL rts: kernel terminated for reason 11rts: bad message header: invalid cpu, type=, cpu=, index=, total=",,,,,,,,,,,,,10144.0,127.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
92799,1133457381789.416,RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,False,R00-M0-N3-C:J06-U01,9,RAS KERNEL INFO  microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
37671,1120934648962.7212,RAS KERNEL INFO generating core.48648,False,R17-M1-N9-C:J14-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
54556,1122132813931.136,RAS KERNEL INFO generating core.6536,False,R16-M0-NF-C:J14-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
39067,1120968449948.128,RAS KERNEL INFO generating core.5755,False,R21-M1-N5-C:J03-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
58741,1122166525772.833,RAS KERNEL INFO 5 floating point alignment exceptions,False,R17-M1-NA-C:J10-U11,12,RAS KERNEL INFO 5 floating point alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
71989,1127243548091.926,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",False,,5,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
53518,1121900951044.363,RAS KERNEL INFO 8 floating point alignment exceptions,False,R15-M1-N7-C:J04-U11,2,RAS KERNEL INFO  floating point alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
7690,1118548631625.688,RAS KERNEL FATAL data TLB error interrupt,True,R30-M0-N9-C:J16-U01,33,RAS KERNEL FATAL data TLB error interrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
76428,1131059655141.587,RAS KERNEL INFO iar 00106210 dear 0244c26c,False,R66-M1-N4-C:J12-U01,31,RAS KERNEL INFO iar 00106210 dear 0244c26c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
13101,1118770393947.834,RAS KERNEL FATAL program interrupt: imprecise exception......0,False,R26-M0-N7-C:J07-U11,6,RAS KERNEL FATAL program interrupt: imprecise exception......0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
44943,1121127009010.836,"RAS KERNEL FATAL rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=10144, cpu=127, index=0, total=0",True,R23-M1-N8-C:J12-U11,15,"RAS KERNEL FATAL rts: kernel terminated for reason 11rts: bad message header: invalid cpu, type=, cpu=, index=, total=",,,,,,,,,,,,,10144.0,127.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
56501,1122162204718.622,RAS KERNEL INFO 5 floating point alignment exceptions,False,R37-M0-NE-C:J13-U01,12,RAS KERNEL INFO 5 floating point alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
40938,1120969296379.552,RAS KERNEL INFO generating core.1016,False,R22-M1-N7-C:J15-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
80543,1131125513833.66,RAS KERNEL INFO iar 0010684c dear 02f693fc,False,R62-M0-N7-C:J12-U01,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
69472,1127243347215.2358,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",False,,5,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
17262,1119166454855.4028,RAS KERNEL INFO generating core.962,False,R04-M0-N9-C:J06-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
62549,1122580796203.502,RAS KERNEL INFO generating core.2098,False,R30-M0-NB-C:J09-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2908,1118172110846.65,RAS KERNEL INFO generating core.7415,False,R32-M1-N2-C:J05-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
27963,1120216151499.908,RAS KERNEL INFO generating core.3843,False,R36-M0-N9-C:J02-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
89542,1133447762994.416,"RAS KERNEL INFO 10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",False,R06-M1-NA-C:J06-U01,3,"RAS KERNEL INFO  total interrupts.  critical input interrupts.  microseconds total spent on critical input interrupts,  microseconds max time in a critical input interrupt.",10698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
34955,1120776296910.017,RAS KERNEL INFO 650394480 double-hummer alignment exceptions,False,R36-M0-ND-C:J08-U01,30,RAS KERNEL INFO  double-hummer alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650394480.0,,,,,,,,22
14872,1118771603986.1792,RAS KERNEL FATAL program interrupt: fp cr update.............0,False,R20-M0-N7-C:J09-U11,18,RAS KERNEL FATAL program interrupt: fp cr update.............0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
67871,1125084539015.727,RAS KERNEL INFO iar 003a9260 dear 00ef7c18,False,R73-M1-N8-C:J13-U11,7,RAS KERNEL INFO iar 003a9260 dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
39548,1120968461229.934,RAS KERNEL INFO generating core.29617,False,R32-M1-NF-C:J11-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
20376,1119725021834.5708,RAS KERNEL INFO generating core.645,False,R06-M0-N6-C:J12-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
86685,1131581449613.322,RAS KERNEL INFO iar 00106ba8 dear 0246de9c,False,R62-M0-N0-C:J11-U11,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
15044,1118771706811.5051,RAS KERNEL FATAL program interrupt: fp cr update.............0,False,R25-M0-NC-C:J09-U11,18,RAS KERNEL FATAL program interrupt: fp cr update.............0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
77635,1131061786020.583,RAS KERNEL INFO iar 00106200 dear 045e147c,False,R62-M0-N7-C:J09-U11,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106200.0,,,,,,,,,,,,,,,,,,7
35937,1120923725293.993,RAS KERNEL INFO generating core.15008,False,R34-M1-NB-C:J15-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
72637,1127244017252.223,NULL DISCOVERY INFO Ido chip status changed: FF:F2:9F:16:CE:5E:00:0D:60:E9:31:A1 ip=10.2.1.25 v=13 t=4 status=M Tue Sep 20 12:11:48 PDT 2005,False,UNKNOWN_LOCATION,16,NULL DISCOVERY INFO Ido chip status changed: FF:F2:9F::CE:5E::0D::E9::A1 ip= v= t= status=M Tue Sep  ::8 PDT 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,14
18217,1119485515395.139,RAS KERNEL INFO 4325379 double-hummer alignment exceptions,False,R22-M0-NF-C:J10-U11,30,RAS KERNEL INFO  double-hummer alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325379.0,,,,,,,,22
26841,1120216101422.693,RAS KERNEL INFO generating core.26931,False,R37-M1-NB-C:J05-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
34492,1120776282523.972,RAS KERNEL INFO 636900528 double-hummer alignment exceptions,False,R31-M0-N1-C:J14-U11,30,RAS KERNEL INFO  double-hummer alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636900528.0,,,,,,,,22
40864,1120969294617.035,RAS KERNEL INFO generating core.24417,False,R37-M0-N1-C:J11-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
24067,1120145382635.951,RAS KERNEL INFO generating core.14683,False,R25-M1-N9-C:J05-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
86536,1131581447172.551,RAS KERNEL INFO iar 00106ba8 dear 0246df2c,False,R62-M0-N5-C:J07-U01,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
67069,1125084528571.333,RAS KERNEL INFO iar 003a9260 dear 00f299a8,False,R65-M1-NF-C:J17-U11,7,RAS KERNEL INFO iar 003a9260 dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
31700,1120469486289.849,RAS KERNEL INFO generating core.2883,False,R36-M0-N3-C:J02-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
26935,1120216103601.9102,RAS KERNEL INFO generating core.31339,False,R20-M0-N3-C:J03-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
28856,1120216243314.579,RAS KERNEL INFO generating core.20516,False,R31-M0-NE-C:J17-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
52699,1121792462283.7278,"RAS KERNEL INFO CE sym 23, at 0x1df729e0, mask 0x10",False,R13-M0-NE-C:J14-U01,13,"RAS KERNEL INFO CE sym , at , mask ",,,,,,,23.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
29367,1120266962856.741,RAS KERNEL INFO 1146800 double-hummer alignment exceptions,False,R23-M1-NF-C:J11-U01,11,RAS KERNEL INFO 1146800 double-hummer alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
86156,1131581441383.442,RAS KERNEL INFO iar 00106ba0 dear 0246defc,False,R62-M0-NC-C:J08-U11,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
3299,1118206029291.551,RAS KERNEL INFO instruction cache parity error corrected,False,R02-M1-N0-C:J12-U11,21,RAS KERNEL INFO instruction cache parity error corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
667,1117973743107.033,RAS KERNEL INFO generating core.7315,False,R36-M1-NB-C:J05-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2817,1118172107993.8418,RAS KERNEL INFO generating core.1277,False,R32-M0-N2-C:J13-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
66618,1125084510638.272,RAS KERNEL INFO iar 003a929c dear 01299918,False,R67-M0-ND-C:J03-U01,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299918.0,,,,,,,,,,,,,,,,,,7
42891,1121006831115.194,RAS KERNEL INFO generating core.10200,False,R23-M0-N5-C:J14-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
67501,1125084534424.794,RAS KERNEL INFO iar 003a92a0 dear 01299928,False,R66-M0-N7-C:J10-U11,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299928.0,,,,,,,,,,,,,,,,,,7
35884,1120923723779.327,RAS KERNEL INFO generating core.15569,False,R34-M1-N1-C:J12-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
67740,1125084537438.56,RAS KERNEL INFO iar 003a92a0 dear 01367a28,False,R67-M0-NF-C:J05-U01,19,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
17838,1119166467464.552,RAS KERNEL INFO generating core.1297,False,R01-M0-ND-C:J13-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
35786,1120923721005.045,RAS KERNEL INFO generating core.15891,False,R30-M1-N9-C:J02-U11,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
815,1117973746672.062,RAS KERNEL INFO generating core.2081,False,R31-M0-N7-C:J12-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
51696,1121598080970.67,RAS KERNEL INFO generating core.27035,False,R24-M0-N5-C:J04-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
87327,1132341238750.959,"RAS APP FATAL ciod: Error loading -mode VN: invalid or missing program image, No such file or directory",False,R27-M0-N4-I:J18-U11,24,"RAS APP FATAL ciod: Error loading -mode VN: invalid or missing program image, No such file or directory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
60847,1122256359310.3062,RAS KERNEL INFO generating core.42199,False,R31-M0-N6-C:J03-U01,0,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
